,passenger_count,Year,Month,Date,Day,Hour,distance,Predicted_Fare
175,1,2011,3,28,0,20,1.289980997,2.261112462
176,1,2011,8,14,6,20,0.91098569,1.982517719
177,1,2011,8,14,6,20,1.088408036,2.126150207
178,1,2011,8,14,6,20,2.272932539,3.168184173
179,1,2011,8,14,6,20,1.127828892,2.181239844
180,1,2015,2,21,5,15,1.954178106,2.96777034
181,1,2015,2,21,5,15,1.111532187,2.302121067
182,1,2015,2,21,5,15,1.842342754,2.883763212
183,1,2015,2,21,5,15,1.139589902,2.333753968
184,1,2013,1,29,1,11,1.244719168,2.392398364
185,1,2014,9,12,4,19,1.15390958,2.346899852
186,1,2013,11,9,5,18,1.015827345,2.26674005
187,1,2013,11,9,5,18,1.46573248,2.591307638
188,1,2013,4,25,3,16,3.0548396,4.012788911
189,1,2013,4,25,3,16,0.864268396,2.119994218
190,1,2013,9,7,5,14,1.096218145,2.306876069
191,1,2013,9,7,5,14,1.099397281,2.306876069
192,1,2013,9,7,5,14,0.650049933,1.861364963
193,1,2011,5,21,5,13,0.791224278,1.850544611
194,1,2011,5,21,5,13,0.829572448,1.959917492
195,1,2011,5,21,5,13,1.309376794,2.283119266
196,1,2011,11,25,4,16,0.868344998,1.985425006
197,1,2011,11,25,4,16,1.575993125,2.474386273
198,1,2015,1,31,5,20,0.660790875,1.876367484
199,1,2010,11,1,0,23,1.129568074,2.185015765
200,1,2010,11,1,0,23,1.407254904,2.405779801
201,1,2010,11,1,0,23,1.475490486,2.409068755
202,1,2011,3,24,3,15,0.261892869,1.667280825
203,1,2011,3,24,3,15,1.041029772,2.040540059
204,1,2010,5,10,0,10,0.805236336,1.87491852
205,1,2010,5,10,0,10,0.622581576,1.807237097
206,1,2010,5,10,0,10,1.234332943,2.211550059
207,1,2010,5,10,0,10,1.354417397,2.290752567
208,1,2012,6,9,5,16,1.05629762,2.149305439
209,1,2012,8,22,2,22,2.073897997,2.884183756
210,1,2012,8,22,2,22,0.772019982,1.899411385
211,1,2012,12,23,6,2,1.79697571,2.68493553
212,1,2012,6,30,5,15,1.619041597,2.529014429
213,1,2012,6,30,5,15,0.998017142,2.058871891
214,1,2012,6,30,5,15,1.623963321,2.540349892
215,1,2012,6,30,5,15,0.90410708,2.036767272
216,1,2011,10,2,6,23,1.826024487,2.665898633
217,1,2011,10,2,6,23,1.925816851,2.79678189
218,1,2011,10,2,6,23,1.873410501,2.687374618
219,1,2011,10,2,6,23,0.366110692,1.674035232
220,1,2011,10,2,6,23,1.703559653,2.570338592
221,1,2011,10,2,6,23,0.389031706,1.674035232
222,1,2011,10,2,6,23,1.753993623,2.590429838
223,1,2011,10,2,6,23,2.473274911,3.233273386
224,1,2011,10,2,6,23,1.520642514,2.408235037
225,1,2011,10,2,6,23,1.019926247,2.083933795
226,1,2011,10,2,6,23,1.030237669,2.061755897
227,1,2011,10,2,6,23,1.235906248,2.217747554
228,1,2011,10,2,6,23,0.798162213,1.894489949
229,1,2011,10,2,6,23,0.9872101,2.040404582
230,1,2011,10,2,6,23,0.782209536,1.894489949
231,1,2011,10,2,6,23,1.382722465,2.298914397
232,1,2011,10,2,6,23,1.240847275,2.216212407
233,1,2011,10,2,6,23,2.322995803,3.163434806
234,1,2011,10,2,6,23,1.55999412,2.42074799
235,1,2011,10,2,6,23,0.959056915,1.999733076
236,1,2011,10,2,6,23,0.747091934,1.881405735
237,1,2011,10,2,6,23,1.427615881,2.383225521
238,1,2011,10,2,6,23,1.337666918,2.285677633
239,1,2011,10,2,6,23,1.676265125,2.56486461
240,1,2011,10,2,6,23,1.550143118,2.429576488
241,1,2011,10,2,6,23,1.09266689,2.15767604
242,1,2011,10,2,6,23,0.744819554,1.881405735
243,1,2011,10,2,6,23,0.978081753,2.014956641
244,1,2011,10,2,6,23,1.322339581,2.312685064
245,1,2011,10,2,6,23,1.859297306,2.687374618
246,1,2011,10,2,6,23,1.511608081,2.408235037
247,1,2011,10,2,6,23,2.384882509,3.216371981
248,1,2011,10,2,6,23,3.150357954,3.962396095
249,1,2011,10,2,6,23,1.25652564,2.216212407
250,1,2011,10,2,6,23,1.338562305,2.285677633
251,1,2011,10,2,6,23,2.281290268,3.163434806
252,1,2011,10,2,6,23,2.219388288,3.064307931
253,1,2011,10,2,6,23,1.432509882,2.383225521
254,1,2011,10,2,6,23,2.088492544,2.994729382
255,1,2011,10,2,6,23,2.145269769,3.01050725
256,1,2011,10,2,6,23,1.259737122,2.216212407
257,1,2011,10,2,6,23,1.973809459,2.808907234
258,1,2011,10,2,6,23,1.437029474,2.383225521
259,1,2011,10,2,6,23,2.242698482,3.113528998
260,1,2011,10,2,6,23,1.405578881,2.384618993
261,1,2011,10,2,6,23,1.764353509,2.590429838
262,1,2011,10,2,6,23,2.682138942,3.342467678
263,1,2011,10,2,6,23,1.808376735,2.6039246
264,1,2011,10,2,6,23,2.062872615,2.869832298
265,1,2011,10,2,6,23,1.113567621,2.153209668
266,1,2011,10,2,6,23,1.977738364,2.815431487
267,1,2011,10,2,6,23,2.252011106,3.145090091
268,1,2011,10,2,6,23,3.044028287,3.962396095
269,1,2011,10,2,6,23,1.370429835,2.292593432
270,1,2011,10,2,6,23,0.264574488,1.674035232
271,1,2011,10,2,6,23,0.542598378,1.736286946
272,1,2013,3,21,3,12,1.461318544,2.620911077
273,1,2013,3,21,3,12,1.253862168,2.392398364
274,1,2013,3,21,3,12,1.489234234,2.626143547
275,1,2013,3,21,3,12,0.867596073,2.119994218
276,1,2013,3,21,3,12,0.889455537,2.132560593
277,1,2013,6,7,4,3,1.947823951,2.982045199
278,1,2013,6,7,4,3,1.016932799,2.162564787
280,1,2013,7,12,4,23,1.206077125,2.27063431
281,1,2009,12,3,3,2,2.232352048,3.075314988
282,1,2009,10,15,3,3,0.808648042,1.883052452
283,1,2011,9,25,6,22,2.283339849,3.171215552
284,1,2011,9,25,6,22,1.516657764,2.500992847
285,1,2015,6,8,0,20,1.27293657,2.394858529
286,1,2014,7,16,2,8,1.332188774,2.507524783
287,1,2014,7,16,2,8,1.580856779,2.674124379
288,1,2011,12,15,3,13,1.213556706,2.250305737
289,1,2011,12,15,3,13,0.650292339,1.81706537
290,1,2011,10,11,1,22,1.954128148,2.801459734
291,1,2011,10,11,1,22,1.359070657,2.285677633
292,1,2011,10,11,1,22,1.147183425,2.189192029
293,1,2013,9,14,5,16,1.258336726,2.364637461
294,1,2013,9,14,5,16,1.307507874,2.487208833
295,1,2014,2,6,3,9,0.673979111,1.861364963
296,1,2014,2,6,3,9,0.724823189,1.999655518
297,1,2014,2,6,3,9,0.567847796,1.828592548
298,1,2009,6,10,2,16,2.54461636,3.353963897
299,1,2009,6,10,2,16,0.566161582,1.745077386
300,1,2009,6,10,2,16,1.155232297,2.201676187
301,1,2009,6,10,2,16,3.029875766,3.914346466
302,1,2009,6,10,2,16,1.515378932,2.434147118
303,1,2009,6,10,2,16,2.627666259,3.353963897
304,1,2009,6,10,2,16,1.045942422,2.046040597
305,1,2009,6,10,2,16,0.186347962,1.715205404
306,1,2009,6,10,2,16,1.323043237,2.290752567
307,1,2009,6,10,2,16,1.433011554,2.396516757
308,1,2009,6,10,2,16,0.947686906,1.981853794
309,1,2009,6,10,2,16,0.242450653,1.667280825
310,1,2009,6,10,2,16,0.483319872,1.673950618
311,1,2009,6,10,2,16,1.012553892,2.045791336
312,1,2009,6,10,2,16,1.389735462,2.305183149
313,1,2009,6,10,2,16,0.644208534,1.807237097
314,1,2009,6,10,2,16,1.13484131,2.198497861
315,1,2009,6,10,2,16,0.656943772,1.807237097
316,1,2009,6,10,2,16,1.017931544,2.071240165
317,1,2009,6,10,2,16,1.359212628,2.290752567
319,1,2009,6,10,2,16,1.631532549,2.520953788
320,1,2009,6,10,2,16,0.813241991,1.934330836
321,1,2009,6,10,2,16,0.132240918,1.882051079
322,1,2009,6,10,2,16,1.053582497,2.102297243
323,1,2009,6,10,2,16,1.17137829,2.201676187
324,1,2009,6,10,2,16,1.410182702,2.409124102
325,1,2009,6,10,2,16,1.564113864,2.469695676
326,1,2009,6,10,2,16,1.226533841,2.241692105
327,1,2009,6,10,2,16,1.10797214,2.127819235
328,1,2009,6,10,2,16,0.563473623,1.745077386
329,1,2009,6,10,2,16,2.784767106,3.636000963
330,1,2009,6,10,2,16,1.349982218,2.290752567
331,1,2009,6,10,2,16,2.394295993,3.339448047
332,1,2009,6,10,2,16,1.043902664,2.046040597
333,1,2009,6,10,2,16,0.755844158,1.853423003
334,1,2009,6,10,2,16,0.853674863,1.976577622
335,1,2009,6,10,2,16,0.87844432,1.980629641
336,1,2009,6,10,2,16,1.746106683,2.596553287
337,1,2009,6,10,2,16,0.786110401,1.859869321
338,1,2009,6,10,2,16,2.335413026,3.2595538
339,1,2009,6,10,2,16,1.032833277,2.061703425
340,1,2009,6,10,2,16,1.187526599,2.201676187
341,1,2009,6,10,2,16,2.001007927,2.812591272
342,1,2009,6,10,2,16,1.475292729,2.40925994
343,1,2009,6,10,2,16,1.098558777,2.127819235
344,1,2009,6,10,2,16,1.551429976,2.453819059
345,1,2009,6,10,2,16,0.708459834,1.855525401
346,1,2009,6,10,2,16,0.647554531,1.807237097
347,1,2009,6,10,2,16,0.627032894,1.807237097
348,1,2009,6,10,2,16,0.258918241,1.667280825
349,1,2009,6,10,2,16,1.207879195,2.244020535
350,1,2009,6,10,2,16,1.304569089,2.290237249
351,1,2009,6,10,2,16,2.221783727,3.174728173
352,1,2009,6,10,2,16,0.001484668,2.75898428
353,1,2009,6,10,2,16,1.684340287,2.559306582
354,1,2009,6,10,2,16,0.56860166,1.745077386
355,1,2009,6,10,2,16,1.127818929,2.181239844
356,1,2009,6,10,2,16,2.277876941,3.2595538
357,1,2009,6,10,2,16,0.617418041,1.807237097
358,1,2009,6,10,2,16,1.970805706,2.782760309
359,1,2009,6,10,2,16,2.133816075,2.958414132
360,1,2009,6,10,2,16,0.357314579,1.667280825
361,1,2009,6,10,2,16,0.724618315,1.853423003
362,1,2009,6,10,2,16,0.945090507,1.981853794
363,1,2009,6,10,2,16,0.734318484,1.853423003
364,1,2009,6,10,2,16,1.548619481,2.453819059
365,1,2009,6,10,2,16,1.544978547,2.453819059
366,1,2009,6,10,2,16,0.796177683,1.859869321
367,1,2009,6,10,2,16,1.441196735,2.396516757
368,1,2009,6,10,2,16,1.212474936,2.241692105
369,1,2009,6,10,2,16,1.69142612,2.564780565
370,1,2009,6,10,2,16,1.59304195,2.477958212
371,1,2009,6,10,2,16,0.932085369,1.981853794
372,1,2009,6,10,2,16,1.592801199,2.477958212
373,1,2009,6,10,2,16,0.657797017,1.807237097
374,1,2009,6,10,2,16,0.517977505,1.715705173
375,1,2009,6,10,2,16,0.499881116,1.681670777
376,1,2009,6,10,2,16,1.079224862,2.132285608
377,1,2009,6,10,2,16,0.815661877,2.058490205
378,1,2009,6,10,2,16,0.899450191,1.977722354
379,1,2009,6,10,2,16,0.99126176,2.040132143
380,1,2009,6,10,2,16,0.749447898,1.853423003
381,1,2009,6,10,2,16,0.990426412,2.040132143
382,1,2009,6,10,2,16,1.036470666,2.067327298
383,1,2009,6,10,2,16,1.2174858,2.241692105
384,1,2009,6,10,2,16,0.801147517,1.859869321
385,1,2009,6,10,2,16,1.100192853,2.127819235
386,1,2009,6,10,2,16,0.715268236,1.847166236
387,1,2009,6,10,2,16,0.979762436,2.014956641
388,1,2009,6,10,2,16,2.084372379,2.862040524
389,1,2009,6,10,2,16,0.856405696,1.976577622
390,1,2009,6,10,2,16,1.11075533,2.127819235
391,1,2009,6,10,2,16,1.467306424,2.396516757
392,1,2009,6,10,2,16,1.163725974,2.201676187
393,1,2009,6,10,2,16,1.05705761,2.102297243
394,1,2009,6,10,2,16,1.402392961,2.387242377
395,1,2009,6,10,2,16,0.733871583,1.853423003
396,1,2009,6,10,2,16,1.933297822,2.764358148
397,1,2009,6,10,2,16,1.002132385,2.039440817
398,1,2009,6,10,2,16,2.071794488,2.834728844
399,1,2009,6,10,2,16,1.199636634,2.208364954
400,1,2013,6,26,2,11,0.461734195,1.74926891
401,1,2014,9,5,4,10,0.430785103,1.753637084
402,1,2014,9,5,4,10,0.982428386,2.239289499
403,1,2014,9,5,4,10,2.342184466,3.287111003
404,1,2014,9,5,4,10,1.054188295,2.320374661
405,1,2012,9,19,2,12,1.147185233,2.258975685
406,1,2012,9,19,2,12,0.814092501,2.00951952
407,1,2009,3,22,6,4,2.182011876,2.925688135
408,1,2009,8,27,3,2,2.352810968,3.061827071
409,1,2009,5,2,5,20,1.504540788,2.413504333
410,1,2009,5,2,5,20,1.312182586,2.28438001
411,1,2011,2,20,6,2,1.173142877,2.101478169
412,1,2011,2,20,6,2,2.361257408,3.190680619
413,1,2011,6,24,4,12,0.735956363,1.866843348
414,1,2011,6,24,4,12,1.648885993,2.527302575
415,1,2011,6,24,4,12,1.600871643,2.498678137
416,1,2011,6,24,4,12,0.795530514,1.867151847
418,1,2011,6,24,4,12,1.174944624,2.201676187
419,1,2011,6,24,4,12,1.669257122,2.566612025
420,1,2011,6,24,4,12,0.535469866,1.729532538
421,1,2011,6,24,4,12,0.774951402,1.867151847
422,1,2011,6,24,4,12,0.681325646,1.830121565
424,1,2011,6,24,4,12,1.031055802,2.061703425
425,1,2011,6,24,4,12,2.009836989,2.798315229
426,1,2011,6,24,4,12,0.505899415,1.704683682
427,1,2011,6,24,4,12,0.363214591,1.667280825
428,1,2011,6,24,4,12,0.341045631,1.667280825
429,1,2011,6,24,4,12,1.02250642,2.077431491
430,1,2011,6,24,4,12,0.915171993,1.981420309
431,1,2011,6,24,4,12,0.85395703,1.974137758
432,1,2011,6,24,4,12,1.061595282,2.126550891
433,1,2011,6,24,4,12,1.545362594,2.457081049
435,1,2011,6,24,4,12,1.588193511,2.477188882
436,1,2011,6,24,4,12,1.333934672,2.289651424
437,1,2011,6,24,4,12,0.777358895,1.867151847
438,1,2011,6,24,4,12,1.088701335,2.132285608
439,1,2011,6,24,4,12,0.863220648,1.984327596
440,1,2011,6,24,4,12,0.976113995,2.010414482
441,1,2011,6,24,4,12,0.789462966,1.867151847
442,1,2011,6,24,4,12,1.346350323,2.289651424
443,1,2011,6,24,4,12,0.975132643,2.010414482
444,1,2011,6,24,4,12,1.36246644,2.296567223
445,1,2011,6,24,4,12,0.308192604,1.667280825
446,1,2011,6,24,4,12,0.962308722,2.003431031
447,1,2011,6,24,4,12,0.901120359,1.981420309
448,1,2011,6,24,4,12,1.408531085,2.418889287
449,1,2011,6,24,4,12,0.650457582,1.823946324
450,1,2011,6,24,4,12,0.663972062,1.823946324
452,1,2011,6,24,4,12,1.25142248,2.240156958
453,1,2011,6,24,4,12,1.218652319,2.241692105
454,1,2011,6,24,4,12,1.293292009,2.274455802
455,1,2011,6,24,4,12,1.172282396,2.201676187
456,1,2011,6,24,4,12,1.501608108,2.415645368
457,1,2011,6,24,4,12,0.655971192,1.823946324
458,1,2011,6,24,4,12,0.793888533,1.867151847
459,1,2011,6,24,4,12,0.535975936,1.729532538
460,1,2011,6,24,4,12,1.404447127,2.418889287
461,1,2011,6,24,4,12,1.225464666,2.241692105
462,1,2011,6,24,4,12,0.906819115,1.981420309
463,1,2011,6,24,4,12,1.474175762,2.427673926
464,1,2011,6,24,4,12,1.177525424,2.201676187
465,1,2011,6,24,4,12,1.173908328,2.201676187
466,1,2011,6,24,4,12,1.373502508,2.296567223
467,1,2011,6,24,4,12,1.246744479,2.240156958
468,1,2011,6,24,4,12,1.480019137,2.427673926
469,1,2011,6,24,4,12,1.177606484,2.201676187
470,1,2011,6,24,4,12,1.022436338,2.077431491
471,1,2011,6,24,4,12,2.147746906,2.936864427
472,1,2011,6,24,4,12,1.026252666,2.061703425
473,1,2011,6,24,4,12,1.193295778,2.201676187
474,1,2011,6,24,4,12,2.201950383,3.010311246
475,1,2011,6,24,4,12,2.51127801,3.406254025
476,1,2011,6,24,4,12,0.8064703,1.90965562
477,1,2011,6,24,4,12,0.805756041,1.884438215
478,1,2011,6,24,4,12,1.808913761,2.608150894
479,1,2011,6,24,4,12,0.707787495,1.862582477
480,1,2011,6,24,4,12,0.794022176,1.867151847
481,1,2011,6,24,4,12,0.518514358,1.715705173
482,1,2011,6,24,4,12,0.843442352,1.974137758
483,1,2011,6,24,4,12,0.815240744,1.95770019
484,1,2011,6,24,4,12,1.142769946,2.198497861
485,1,2011,6,24,4,12,2.135280913,2.936864427
486,1,2011,6,24,4,12,1.562292477,2.472957666
487,1,2011,6,24,4,12,0.86797605,1.984327596
488,1,2011,6,24,4,12,1.131616537,2.193137633
489,1,2011,6,24,4,12,1.528400854,2.452484129
490,1,2011,6,24,4,12,1.949842422,2.777150395
492,1,2011,6,24,4,12,1.10956686,2.127819235
493,1,2011,6,24,4,12,2.381120248,3.391738175
494,1,2011,6,24,4,12,1.148629667,2.198497861
495,1,2011,6,24,4,12,1.35730669,2.289651424
496,1,2011,6,24,4,12,0.330799615,1.667280825
497,1,2011,6,24,4,12,0.872154921,1.984327596
499,1,2011,6,24,4,12,1.476338827,2.427673926
500,1,2011,6,24,4,12,1.722298192,2.598526229
501,1,2011,6,24,4,12,1.296717999,2.278977573
502,1,2011,6,24,4,12,2.071259653,2.81916522
503,1,2011,6,24,4,12,1.726973284,2.598526229
504,1,2011,6,24,4,12,1.91446614,2.753626889
505,1,2011,6,24,4,12,0.983941774,2.027708796
506,1,2011,6,24,4,12,2.396972261,3.391738175
507,1,2011,6,24,4,12,1.23158434,2.241692105
508,1,2011,6,24,4,12,0.644090554,1.823946324
509,1,2011,6,24,4,12,2.460536044,3.406254025
510,1,2011,6,24,4,12,0.418971875,1.673950618
511,1,2011,6,24,4,12,0.642972381,1.823946324
512,1,2011,6,24,4,12,1.078969099,2.132285608
513,1,2011,6,24,4,12,0.584757688,1.82499956
514,1,2011,6,24,4,12,3.028027208,3.979861856
515,1,2011,6,24,4,12,0.93348261,1.985551749
516,1,2011,6,24,4,12,0.92375762,1.985551749
517,1,2011,6,24,4,12,0.557253096,1.729532538
518,1,2011,6,24,4,12,0.817326106,1.964701676
519,1,2011,6,24,4,12,1.047465951,2.072016428
520,1,2011,6,24,4,12,0.221564281,1.715205404
521,1,2011,6,24,4,12,1.682344108,2.566612025
522,1,2011,6,24,4,12,1.583511738,2.477188882
523,1,2011,6,24,4,12,0.650293765,1.823946324
